Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
Santé,Maladie à coronavirus (COVID-19) : Document d'orientation,https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/document-orientation.html,Substantive,"Description: Liens vers les documents d'orientation du gouvernement du Canada sur COVID-19à l'intention des communautés, des écoles et des garderies, des professionnels de la santé et des entreprises.

Page title: Maladie à coronavirus (COVID-19) : Document d'orientation
H1: Maladie à coronavirus (COVID-19) : Documents d'orientation
Keywords: coronavirus, COVID-19, Canada, distanciation sociale, éloignement social, auto-isolement, pandémie, gouvernement du Canada, documents d'orientation,  communautés, écoles, garderies, professionnels de la santé, entreprises

",2020-03-29 18:03:41,fr
N/A,Travel advice and advisories for Senegal,https://travel.gc.ca/destinations/senegal,Links to Covid pages,,2020-03-24T00:00:00Z,en
N/A,"La Gazette du Canada, Partie 1, volume 154, numéro 13 : DÉCRETS",http://www.gazette.gc.ca/rp-pr/p1/2020/2020-03-28/html/order-decret-fra.html,Substantive,"H2: MINISTÈRE DE LA SANTÉ; NOTE EXPLICATIVE; AGENCE DE LA SANTÉ PUBLIQUE DU CANADA; Décret visant la réduction du risque d’exposition à la maladie à coronavirus COVID-19 au Canada (interdiction d’entrée au Canada); NOTE EXPLICATIVE; Références
",,fr
Health,Hard Surface Disinfectants and Hand Sanitizers: list of hand sanitizers authorized by Health Canada,https://www.canada.ca/en/health-canada/services/drugs-health-products/disinfectants/covid-19/hand-sanitizer.html,Substantive,"Keywords: antiseptic, antibacterial, skin cleansers, hand sanitizers, coronavirus, COVID-19, corona, Canada, pandemic, Health Canada, requirements, safety, effectiveness, Natural Product Number, NPN, Drug Identification Number, DIN, product name, company, active ingredient
",2020-03-30 20:45:17,en
N/A,Maladie à coronavirus (COVID-19) : Maladie et congé pour employés,https://www.canada.ca/fr/gouvernement/fonctionpublique/covid-19/maladie-conge-employes.html,Substantive,"Page title: Maladie à coronavirus (COVID-19) : Maladie et congé pour employés
H1: Maladie à coronavirus (COVID-19) : Maladie et congé pour employés
Title: Maladie à coronavirus (COVID-19) : Maladie et congé pour employés
",2020-03-27 10:37:13,fra
N/A,Winning SSHRC Research - SSHRC Gold Medal for Achievement in Research,https://www.sshrc-crsh.gc.ca/results-resultats/prizes-prix/2005/gold_lipsey-or_lipsey-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Environment and natural resources,St. Clair National Wildlife Area,https://www.canada.ca/en/environment-climate-change/services/national-wildlife-areas/locations/st-clair.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
"Culture, history and sport",Odyssey – Language Assistant Program,https://www.canada.ca/en/canadian-heritage/services/funding/odyssey.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
N/A,Forillon National Park,https://www.pc.gc.ca/en/pn-np/qc/forillon,Links to Covid pages,,2020-03-23T00:00:00Z,en
Health,Health,https://www.canada.ca/en/services/health.html,Links to Covid pages,,2020-03-23T00:00:00Z,en
N/A,What if I am unhappy with a complaint I made through another mechanism?,https://www.canada.ca/en/ombudsman-national-defence-forces/education-information/video/complaint-mechanism.html,Links to Covid pages,,2020-02-18T00:00:00Z,en
N/A,Travel advice and advisories for South Korea,https://travel.gc.ca/destinations/south-korea,Links to Covid pages,,2020-03-24T00:00:00Z,en
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 08 - se terminant le 25 février 2017",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2016-2017/detection-isolement-virus-voies-respiratoires-semaine-8-terminant-25-fevrier-2017.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2017-06-20 10:21:23,fra
N/A,Comment la GRC fait face à la COVID-19 au Nouveau-Brunswick | Gendarmerie royale du Canada,http://www.rcmp-grc.gc.ca/fr/nouvelles/2020/comment-grc-fait-face-a-covid-19-au-nouveau-brunswick,Substantive,"Title: Comment la GRC fait face à la COVID-19 au Nouveau-Brunswick | Gendarmerie royale du Canada
",2020-03-18T00:00:00Z,fr
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2007/charette_expenses-depenses_s2007-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Santé,"Rapport de virus des voies respiratoires, semaine 16 - se terminant le 21 avril 2018",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-16-terminant-21-avril-2018.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-04-26 12:52:47,fra
N/A,Partnership Engage Grants: 2019-20 Competitions,https://www.sshrc-crsh.gc.ca/funding-financement/merit_review-evaluation_du_merite/selection_committees-comites_selection/peg-sep-2019-2020-eng.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,en
N/A,Prince Edward Island National Park,https://www.pc.gc.ca/en/pn-np/pe/pei-ipe,Links to Covid pages,,2020-03-25T00:00:00Z,en
N/A,Influenza et Virus Respiratoires - Guide des services - RCRSP,https://rcrsp.canada.ca/gts/laboratoire/1013?alphaChar=G&alphaReturn=rdtByLetter,Links to Covid pages,,,fr
Santé,Optimiser l'utilisation des masques et des respirateurs lors de l'épidémie de la COVID-19,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/instruments-medicaux/covid19-masques-respirateurs.html,Substantive,"Description: Explique les différents types et utilisations des masques et des respirateurs approuvés au Canada, et leur importance pendant la pandémie COVID-19 pour aider à ralentir la propagation du coronavirus et protéger les professionnels de la santé.
Name: covid19-masques-respirateurs
Page title: Optimiser l'utilisation des masques et des respirateurs lors de l'épidémie de la COVID-19
H1: Optimiser l'utilisation des masques et des respirateurs lors de l'épidémie de la COVID-19
Keywords: Masques, chirurgicaux, médicaux, opératoires, respirateurs, coronavirus, COVID-19, corona, Canada, pandémie, respirateurs N95 à des fins médicales, respirateurs N95 non médicaux, importation, distribution, pas approuvés, accélération de l'approbation

",2020-03-28 08:27:04,fr
N/A,Coronavirus (COVID-19) and your visit to Ardgowan National Historic Site - Ardgowan National Historic Site,https://www.pc.gc.ca/en/lhn-nhs/pe/ardgowan/visit/covid-19-info,Substantive,"Title: Coronavirus (COVID-19) and your visit to Ardgowan National Historic Site - Ardgowan National Historic Site
H2: Coronavirus (COVID-19) and your visit to Ardgowan National Historic Site
desc: Learn how COVID-19 may affect your visit.
",2020-03-30T00:00:00Z,en
N/A,Divulgation proactive - Remboursement des dépenses de la haute direction - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/renaud_expenses-depenses_archive-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,COVID-19 : Renseignements à l’intention des employés de l’Agence du revenu Canada,https://www.canada.ca/fr/agence-revenu/services/covid-19-employes-fournisseurs/covid-19-renseignements-employes.html,Substantive,"Description: Information sur la maladie du coronavirus (COVID-19) pour les employés de l'Agence du revenu du Canada
Name: covid-19-renseignements-employes
Page title: COVID-19 : Renseignements à l’intention des employés de l’Agence du revenu Canada
H1: COVID-19 : Renseignements à l’intention des employés de l’Agence du revenu Canada
Keywords: coronovirus, COVID-19, employés
",2020-03-30 13:48:49,fr
N/A,2018-19 Statistical Report on the Privacy Act,https://www.sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/reports-rapports/2018-2019_stats_privacy-statistiques_protection-eng.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,en
Immigration and citizenship,Permanent residence: COVID-19 program delivery,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/service-delivery/coronavirus/permanent-residence.html,Substantive,"Description: Program Delivery Instructions,  coronavirus
Page title: Permanent residence: COVID-19 program delivery
H1: Permanent residence: COVID-19 program delivery
Keywords: coronavirus
",2020-03-15 11:34:26,eng
Argent et finances,Liste des projets de loi (1997 - présent),https://www.canada.ca/fr/ministere-finances/organisation/lois-reglements/liste-projets-loi.html,Links to Covid pages,,2008-10-28T00:00:00Z,fr
Health,"Respiratory Virus Detections/Isolations in Canada, Week 35 ending September 3, 2016",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2016-2017/respiratory-virus-detections-isolations-week-35-ending-september-3-2016.html,Links to Covid pages,,2016-09-08T00:00:00Z,en
N/A,Connecting for Canada’s 150th,https://www.sshrc-crsh.gc.ca/news_room-salle_de_presse/latest_news-nouvelles_recentes/2016/canada_150-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Conseils et avertissements pour Nauru,https://voyage.gc.ca/destinations/nauru,Links to Covid pages,,2020-03-23T00:00:00Z,fr
Health,Update #6: Statement from the Chief Public Health Officer on the release of selected individuals from quarantine for the 2019 novel coronavirus,https://www.canada.ca/en/public-health/news/2020/02/update-6-statement-from-the-chief-public-health-officer-on-the-release-of-selected-individuals-from-quarantine-for-the-2019-novel-coronavirus.html,Substantive,"Description: Update #6: Statement from the Chief Public Health Officer on the release of selected individuals from quarantine for the 2019 novel coronavirus
Name: update-6-statement-from-the-chief-public-health-officer-on-the-release-of-selected-individuals-from-quarantine-for-the-2019-novel-coronavirus
Page title: Update #6: Statement from the Chief Public Health Officer on the release of selected individuals from quarantine for the 2019 novel coronavirus
",2020-02-26 12:27:29,eng
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 25 - se terminant le 21 juin, 2014",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2013-2014/detection-isolement-virus-voies-respiratoires-semaine-25-terminant-21-juin-2014.html,Links to Covid pages,,2014-06-26T00:00:00Z,fr
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2008/charette_travel-voyage_j2008-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,"Parcs Canada - Information sur les avalanches - Bulletin d'avalanche - Parc national Jasper - Dim. mars 29, 2020",https://avalanche.pc.gc.ca/bulletin-fra.aspx?d=2020-03-29&r=2,Links to Covid pages,,,fr
N/A,Authentification des documents : 3. Faire certifier la conformité de votre document,https://www.international.gc.ca/gac-amc/about-a_propos/services/authentication-authentification/step-etape-3.aspx?lang=fra,Substantive,"H2: Maladie à coronavirus (COVID-19); Sur cette page; Mon document doit-il être notarié?; Qui peut certifier la conformité de mon document?; Comment trouver un notaire canadien?; Comment mon document est-il certifié conforme?; Que peut faire mon notaire?; Services et renseignements connexes; Nos coordonnées
",2020-03-16T00:00:00Z,fr
Health,"Respiratory Virus Detections/Isolations in Canada, Week 41 ending October 17, 2015",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2015-2016/respiratory-virus-detections-isolations-week-41-ending-october-17-2015.html,Links to Covid pages,,2015-10-22T00:00:00Z,en
N/A,GRC du District du Lower Mainland - Le Détachement régional de la vallée du Haut-Fraser prend des précautions en raison de la pandémie de COVID-19,http://bc.rcmp-grc.gc.ca/ViewPage.action?contentId=63691&languageId=4&siteNodeId=1090,Substantive,"Title: GRC du District du Lower Mainland - Le Détachement régional de la vallée du Haut-Fraser prend des précautions en raison de la pandémie de COVID-19
desc: Le Détachement régional de la vallée du Haut-Fraser prend des précautions en raison de la pandémie de COVID-19
",2020-03-19T00:00:00Z,fr
N/A,AgriRisk Initiatives: Administrative Capacity Building Stream: Step 4. After you apply - Agriculture and Agri-Food Canada (AAFC),http://www.agr.gc.ca/eng/agricultural-programs-and-services/agririsk-initiatives-administrative-capacity-building-stream/step-4-after-you-apply/?id=1530817918137,Links to Covid pages,,,en
Immigration et citoyenneté,Demander la citoyenneté : Traitement d’urgence,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/devenir-citoyen-canadien/presenter-demande/urgente.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
N/A,Upcoming Deadlines,https://www.sshrc-crsh.gc.ca/funding-financement/deadlines-limites-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Research Portal Agencies Privacy Impact Assessment Summary,https://www.sshrc-crsh.gc.ca/transparency-transparence/atip-aiprp/pia_portal-efvp_portail-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Immigration et citoyenneté,Processus de citoyenneté – Adoption internationale : Après avoir présenté une demande,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/canadiens/adopter-enfant-autre-pays/processus/choisir-processus/citoyennete/apres-avoir-presenter-demande-etapes-suivantes.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
Health,"Respiratory Virus Report, Week 36 ending September 9, 2017",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2017-2018/respiratory-virus-detections-isolations-week-36-ending-september-9-2017.html,Links to Covid pages,,2018-09-11T00:00:00Z,en
N/A,The (New) Geography of International Trade and Investment: Exploring the extent to which “distance” matters in the establishment of economic relations between Canada and the UK,https://www.sshrc-crsh.gc.ca/society-societe/community-communite/ifca-iac/evidence_briefs-donnees_probantes/canada-uk/shapiro-eng.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,en
Santé,"Détection/isolement de virus des voies respiratoires au Canada, Semaine 19 - se terminant le 14 mai 2016",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2015-2016/detection-isolement-virus-voies-respiratoires-semaine-19-terminant-14-mai-2016.html,Links to Covid pages,,2016-05-19T00:00:00Z,fr
N/A,"Parcs Canada - Information sur les avalanches - Bulletin d'avalanche - Parcs nationaux Banff, Yoho et Kootenay - Mar. déc. 31, 2019",https://avalanche.pc.gc.ca/bulletin-fra.aspx?d=2019-12-31&r=1,Links to Covid pages,,,fr
Affaires mondiales Canada,Déclaration au sujet de la mise en place de la procédure provisoire multipartite permettant d’examiner en appel des différends commerciaux par l’intermédiaire de l’OMC,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2020/03/declaration-au-sujet-de-la-mise-en-place-de-la-procedure-provisoire-multipartite-permettant-dexaminer-en-appel-des-differends-commerciaux-par-linte.html,Substantive,"Description: La pandémie de la COVID-19 constitue un défi mondial qui perturbe la façon dont les entreprises mènent leurs activités au Canada et dans le monde entier. En cette période extraordinaire, le gouvernement du Canada prend des mesures énergiques pour offrir aux entreprises canadiennes du soutien et de la stabilité, notamment en renforçant le système commercial fondé sur des règles, avec l’Organisation mondiale du commerce [OMC] comme étant la pierre angulaire.  
desc: La pandémie de la COVID-19 constitue un défi mondial qui perturbe la façon dont les entreprises mènent leurs activités au Canada et dans le monde entier. En cette période extraordinaire, le gouvernement du Canada prend des mesures énergiques pour offrir aux entreprises canadiennes du soutien et de la stabilité, notamment en renforçant le système commercial fondé sur des règles, avec l’Organisation mondiale du commerce [OMC] comme étant la pierre angulaire.
",2020-03-27 16:11:49,fra
N/A,La maladie à coronavirus (COVID-19) et votre visite au parc national Quttinirpaaq - Parc national Quttinirpaaq,https://www.pc.gc.ca/fr/pn-np/nu/quttinirpaaq/visit/covid-19-info,Substantive,"Title: La maladie à coronavirus (COVID-19) et votre visite au parc national Quttinirpaaq - Parc national Quttinirpaaq
H2: La maladie à coronavirus (COVID-19) et votre visite au parc national Quttinirpaaq
desc: Comment la COVID-19 peut affecter votre visite.
",2020-03-25T00:00:00Z,fr
N/A,Travel advice and advisories for Ireland,https://travel.gc.ca/destinations/ireland,Links to Covid pages,,2020-03-25T00:00:00Z,en
N/A,Divulgation proactive - >DÃ©penses relatives aux contrats - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/contracts-contrats/2007/3_details_quarter-semestre-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Health,"Respiratory Virus Detections/Isolations in Canada, Week 08 ending February 25, 2017",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2016-20171/respiratory-virus-detections-isolations-week-8-ending-february-25-2017.html,Links to Covid pages,,2017-03-02T00:00:00Z,en
N/A,Recherche sur le lin et le canola récoltés au printemps,https://grainscanada.gc.ca/fr/recherche-donnees/lrg/recherche-sur-les-cultures/recoltes-au-printemps.html,Substantive,"H2: Modifications aux opérations et dernières nouvelles entourant la COVID-19
",2020-03-19T00:00:00Z,fr
"Culture, history and sport",Canada Travelling Exhibitions Indemnification Program,https://www.canada.ca/en/canadian-heritage/services/funding/travelling-exhibitions-indemnification-program.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
N/A,Travel advice and advisories for Cameroon,https://travel.gc.ca/destinations/cameroon,Links to Covid pages,,2020-03-23T00:00:00Z,en
Immigration and citizenship,Sponsor your parents and grandparents: Submit the interest to sponsor form,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/sponsor-parents-grandparents/tell-us-you-want-sponsor-parent-grandparent.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
N/A,Travel advice and advisories for Nauru,https://travel.gc.ca/destinations/nauru,Links to Covid pages,,2020-03-23T00:00:00Z,en
Health,"FluWatch report: December 14 to December 20, 2014 (Week 51)",https://www.canada.ca/en/public-health/services/publications/diseases-conditions/fluwatch-report-december-14-20-2014-week-51.html,Links to Covid pages,,2015-01-02T00:00:00Z,en
N/A,Renseignements à l’intention des spécialistes des ressources humaines : maladie à coronavirus (COVID-19),https://www.canada.ca/fr/commission-fonction-publique/renseignements-specialistes-ressources-humaines.html,Substantive,"Page title: Renseignements à l’intention des spécialistes des ressources humaines : maladie à coronavirus (COVID-19)
H1: Renseignements à l’intention des spécialistes des ressources humaines : maladie à coronavirus (COVID-19)
",2020-03-30 11:41:13,fr
N/A,Parc national de la Pointe-Pelée,https://www.pc.gc.ca/fr/pn-np/on/pelee,Links to Covid pages,,2020-03-18T00:00:00Z,fr
N/A,DSEN Abstract: Effectiveness and safety of antiviral or antibody treatments for coronavirus - CIHR,https://cihr-irsc.gc.ca/e/51926.html,Substantive,"Title: DSEN Abstract: Effectiveness and safety of antiviral or antibody treatments for coronavirus - CIHR
",2020-03-26T00:00:00Z,en
N/A,Dépenses de voyage [mars-juin 2011],https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2011/charette_travel-voyage_m2011-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
"Culture, history and sport",Digital Citizen Contribution Program,https://www.canada.ca/en/canadian-heritage/services/online-disinformation/digital-citizen-contribution-program.html,Links to Covid pages,,2020-03-17T00:00:00Z,en
N/A,Trail conditions - Glacier National Park,https://www.pc.gc.ca/en/pn-np/bc/glacier/activ/randonee-hiking/etat-sentiers-trail-conditions,Links to Covid pages,,2020-03-28T00:00:00Z,en
Santé,Maladie à coronavirus (COVID-19) : Comment s'auto-isoler à la maison quand vous pouvez avoir été exposé et vous n'avez pas de symptômes,https://www.canada.ca/fr/sante-publique/services/publications/maladies-affections/maladie-coronavirus-covid-19-comment-auto-isoler-maison-contact-sans-symptomes.html,Substantive,"Description: Instructions spécifiques pour ceux qui s'auto-isolent après avoir été potentiellement exposés à la COVID-19, notamment : dans quelles conditions s'auto-isoler, éviter le contact avec les autres, garder les mains propres, ne pas partager les objets, nettoyer, surveiller sa santé et les fournitures à avoir chez soi.
Name: maladie-coronavirus-covid-19-comment-auto-isoler-maison-contact-sans-symptomes
Page title: Maladie à coronavirus (COVID-19) : Comment s'auto-isoler à la maison quand vous pouvez avoir été exposé et vous n'avez pas de symptômes
H1: Maladie à coronavirus (COVID-19) : Comment s'auto-isoler à la maison quand vous pouvez avoir été exposé et vous n'avez pas de symptômes
Keywords: coronavirus, COVID-19, corona, Canada, distanciation sociale, éloignement social, auto-isolement, pandémie, maison, exposé, symptômes, éviter tout contact, limitez les contacts, restez chez vous, gardez les mains propres, gardez les surfaces propres, évitez de partager des articles personnels, surveillez vos symptômes, fournitures
Title: Maladie à coronavirus (COVID-19) : Comment s'auto-isoler à la maison quand vous pouvez avoir été exposé et vous n'avez pas de symptômes
desc: Instructions spécifiques pour ceux qui s'auto-isolent après avoir été potentiellement exposés à la COVID-19, notamment : dans quelles conditions s'auto-isoler, éviter le contact avec les autres, garder les mains propres, ne pas partager les objets, nettoyer, surveiller sa santé et les fournitures à avoir chez soi.
",2020-03-25 13:08:19,fr
N/A,AgriAssurance Program: National Industry Association Component: Step 4. After you apply  - Agriculture and Agri-Food Canada (AAFC),http://www.agr.gc.ca/eng/agricultural-programs-and-services/agriassurance-program-national-industry-association-component/step-4-after-you-apply/?id=1515011324107,Links to Covid pages,,,en
"Culture, histoire et sport",Fonds du Canada pour l'investissement en culture,https://www.canada.ca/fr/patrimoine-canadien/services/financement/fonds-investissement-culture.html,Links to Covid pages,,2020-03-16T00:00:00Z,fr
Health,Physical distancing works,https://www.canada.ca/en/public-health/services/video/covid-19-physical-distancing-alberta.html,Links to Covid pages,"Name: covid-19-physical-distancing-alberta
Keywords: physical distancing, social distancing, how to social distance, how to physical distance, wash your hands, Alberta, Alberta Health Services, coronavirus, corona virus, COVID-19, corona, virus, Public Health Agency of Canada, maintain distance, work from home, avoid social gatherings, stay in virtual contact, flatten the curve
",2020-03-28 23:17:21,en
N/A,Lieu historique national de Red Bay,https://www.pc.gc.ca/fr/lhn-nhs/nl/redbay,Links to Covid pages,,2020-03-25T00:00:00Z,fr
N/A,Le gouvernement du Canada finance 49 nouveaux projets de recherche sur la COVID-19,https://www.canada.ca/fr/instituts-recherche-sante/nouvelles/2020/03/le-gouvernement-du-canada-finance-49-projets-de-recherche-supplementaires-sur-la-covid-19.html,Substantive,"Description: Depuis le début de la flambée de COVID 19, le gouvernement du Canada consulte des experts du monde entier et aide les chercheurs canadiens à combattre la maladie.    
Name: le-gouvernement-du-canada-finance-49-projets-de-recherche-supplementaires-sur-la-covid-19
Page title: Le gouvernement du Canada finance 49 nouveaux projets de recherche sur la COVID-19
",2020-03-23 13:03:02,fra
Immigration et citoyenneté,Le Canada fait le point sur les exemptions aux restrictions de voyage afin de protéger les Canadiens et d’appuyer l’économie,https://www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/2020/03/le-canada-presente-des-exemptions-auxrestrictions-de-voyage-afin-de-proteger-les-canadiens-et-dappuyer-leconomie.html,Substantive,"Description: Aujourd’hui, le gouvernement du Canada fait le point sur les restrictions de voyage en place afin d’arrêter la propagation du COVID-19.
",2020-03-27 15:49:04,fra
N/A,Ambassade du Canada en Jordanie à Amman,https://www.international.gc.ca/country-pays/jordan-jordanie/amman.aspx?lang=fra,Substantive,"H2: Maladie à coronavirus (COVID-19); Notre représentante; Adresse; Adresse postale; Suivez:; Liens connexes; Services et renseignements; Demandes de renseignements générales; Services de citoyenneté; Services consulaires; Relations avec les médias; Services notariaux; Services de passeports; Services de commerce et d’investissement; Services de visas et d’immigration
",2020-03-21T00:00:00Z,fr
N/A,Dépenses de voyage [septembre-décembre 2015],https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2015/herbert-copley_travel-voyage_d2015-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Clemency,https://www.canada.ca/en/parole-board/services/clemency.html,Links to Covid pages,,2020-03-23T00:00:00Z,en
N/A,SOMNIA - Spotlight on Military News and International Affairs,https://www.cfc.forces.gc.ca/Somnia/2020/03/16/somnia-eng.html,Links to Covid pages,,2020-03-17T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 5 : se terminant le 1 fevrier 2020",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2019-2020/semaine-5-terminant-1-fevrier-2020.html,Substantive,"H2: Sur cette page; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus
",2020-03-17T00:00:00Z,fr
N/A,Home - Veterans Ombudsman,https://www.veterans-ombudsman.gc.ca/eng,Links to Covid pages,,,en
N/A,La maladie à coronavirus (COVID-19) et votre visite au parc national Auyuittuq - Parc national Auyuittuq,https://www.pc.gc.ca/fr/pn-np/nu/auyuittuq/visit/covid-19-info,Substantive,"Title: La maladie à coronavirus (COVID-19) et votre visite au parc national Auyuittuq - Parc national Auyuittuq
H2: La maladie à coronavirus (COVID-19) et votre visite au parc national Auyuittuq
desc: Comment la COVID-19 peut affecter votre visite.
",2020-03-25T00:00:00Z,fr
Immigration et citoyenneté,Citoyenneté : COVID-19 exécution des programmes,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/prestation-services/coronavirus/citoyennete.html,Substantive,"Description: Instructions sur l’exécution de programmes, coronavirus
Page title: Citoyenneté : COVID-19 exécution des programmes
H1: Citoyenneté : COVID-19 exécution des programmes
Keywords: coronavirus
Title: Citoyenneté : COVID-19 exécution des programmes
desc: Instructions sur l’exécution de programmes, coronavirus
",2020-03-13 17:01:24,fr
N/A,Appel de décisions découlant de l’évaluation du mérite,https://www.sshrc-crsh.gc.ca/about-au_sujet/policies-politiques/statements-enonces/appeals-appels-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,"Parcs Canada - Information sur les avalanches - Bulletin d'avalanche - Park national des Glaciers - Mer. janv. 08, 2020",https://avalanche.pc.gc.ca/bulletin-fra.aspx?d=2020-01-08&r=3,Links to Covid pages,,,fr
Impôts,Impôts,https://www.canada.ca/fr/services/impots.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
Immigration et citoyenneté,Le point sur le Programme de parrainage des parents et des grands-parents de 2020 (mars),https://www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/avis/parents-grands-parents-covid-mise-a-jour.html,Substantive,"Name: parents-grands-parents-covid-mise-a-jour
",2020-03-27 17:09:35,fr
Immigration et citoyenneté,Nouveau coronavirus (COVID-19) - Instructions sur l’exécution des programmes,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/publications-guides/bulletins-guides-operationnels/prestation-services/coronavirus.html,Substantive,"Description: nstructions sur l’exécution de programmes, coronavirus
Name: coronavirus
Page title: Nouveau coronavirus (COVID-19) - Instructions sur l’exécution des programmes
H1: Nouveau coronavirus (COVID-19) - Instructions sur l’exécution des programmes
Keywords: coronavirus
",2020-03-22 18:52:08,fr
N/A,CCHST: Centre canadien d'hygiène et de sécurité au travail,https://www.cchst.ca/outbreaks/topics/infectioncontrol.html,Links to Covid pages,,2009-07-22T00:00:00Z,fr
N/A,COVID-19 - CIHR,https://cihr-irsc.gc.ca/e/51917.html,Substantive,"Title: COVID-19 - CIHR
H2: Information for the research community; Investing in COVID-19 research; An international response; Results of CIHR-funded COVID-19 research; Informing health policy; Information for Canadians; Open science; Accessing data for the purposes of research
",2020-03-30T00:00:00Z,en
